time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1781598664.16628146,0.00661738,15087,0.00005032,0.00000000,0,0.00000000,1023,1029,7,0.00051666
1781598664.26631403,0.00395901,15086,0.00001562,0.00000000,0,0.00000000,1029,1035,6,0.00044911
1781598664.36619711,0.00359219,15271,0.00001248,0.00000000,0,0.00000000,1035,1038,4,0.00046823
1781598664.46637845,0.00538205,15172,0.00001258,0.00000000,0,0.00000000,1038,1044,7,0.00065432
1781598664.56542516,0.00363055,15166,0.00000969,0.00000000,0,0.00000000,1044,1047,3,0.00078164
1781598664.66630507,0.00495517,15067,0.00003080,0.00000000,0,0.00000000,1047,1037,3,0.00166837
1781598664.76620984,0.00389538,15333,0.00001393,0.00000000,0,0.00000000,1037,1039,6,0.00111952
1781598664.86537147,0.00359766,15279,0.00014115,0.00000000,0,0.00000000,1039,943,10,0.00080061
1781598664.96538711,0.00398741,15294,0.00002566,0.00000000,0,0.00000000,943,935,5,0.00078612
1781598665.06628990,0.00607273,15205,0.00000580,0.00000000,0,0.00000000,935,937,2,0.00078584
1781598665.16616297,0.00435772,15263,0.00002038,0.00000000,0,0.00000000,937,946,10,0.00073324
1781598665.26633954,0.00363476,15342,0.00001010,0.00000000,0,0.00000000,946,949,5,0.00068272
1781598665.36626267,0.00365948,15285,0.00000209,0.00000000,0,0.00000000,949,949,1,0.00091011
1781598665.46617699,0.00305548,15268,0.00000888,0.00000000,0,0.00000000,949,952,3,0.00080131
1781598665.56543183,0.00338105,15250,0.00001346,0.00000000,0,0.00000000,952,957,5,0.00045021
1781598665.66627407,0.00347196,15115,0.00000775,0.00000000,0,0.00000000,957,959,2,0.00134179
1781598665.76616549,0.00413655,15017,0.00000840,0.00000000,0,0.00000000,959,962,4,0.00066068
1781598665.86524177,0.00392365,15219,0.00005332,0.00000000,0,0.00000000,962,957,5,0.00079224
1781598665.96531582,0.00435199,15236,0.00001214,0.00000000,0,0.00000000,957,957,3,0.00048516
1781598666.06624389,0.00474544,15111,0.00000602,0.00000000,0,0.00000000,957,958,1,0.00053144
1781598666.16615486,0.00333120,15189,0.00001910,0.00000000,0,0.00000000,958,963,10,0.00044869
1781598666.26533842,0.00330470,15314,0.00002725,0.00000000,0,0.00000000,963,952,7,0.00050833
1781598666.36623502,0.00367411,15139,0.00002120,0.00000000,0,0.00000000,952,950,6,0.00110724
1781598666.46619248,0.00503511,15038,0.00004473,0.00000000,0,0.00000000,950,957,7,0.00044287
1781598666.56532121,0.00446242,15176,0.00001185,0.00000000,0,0.00000000,957,960,3,0.00085604
1781598666.66620207,0.00359032,15194,0.00001336,0.00000000,0,0.00000000,960,961,4,0.00045957
1781598666.76636410,0.00515352,15070,0.00001402,0.00000000,0,0.00000000,961,963,2,0.00047802
1781598666.86625719,0.00415534,15139,0.00001789,0.00000000,0,0.00000000,963,971,8,0.00100099
1781598666.96610999,0.00437835,15191,0.00000460,0.00000000,0,0.00000000,971,972,1,0.00170038
1781598667.06612897,0.00391367,15126,0.00001650,0.00000000,0,0.00000000,972,976,4,0.00078786
1781598667.16527772,0.00506771,15113,0.00000836,0.00000000,0,0.00000000,976,978,2,0.00044494
1781598667.26620293,0.00313890,15160,0.00003774,0.00000000,0,0.00000000,978,953,8,0.00097960
1781598667.36609173,0.00458191,15178,0.00001819,0.00000000,0,0.00000000,953,959,6,0.00103140
1781598667.46622968,0.00359189,15004,0.00000930,0.00000000,0,0.00000000,959,962,3,0.00061591
1781598667.56616449,0.00359501,15148,0.00001512,0.00000000,0,0.00000000,962,969,7,0.00107639
1781598667.66634083,0.00364529,15193,0.00001457,0.00000000,0,0.00000000,969,970,3,0.00050624
1781598667.76618743,0.00479628,15135,0.00001827,0.00000000,0,0.00000000,970,967,2,0.00058040
1781598667.86615610,0.00439086,15016,0.00001841,0.00000000,0,0.00000000,967,967,3,0.00077479
1781598667.96530318,0.00448260,15235,0.00000922,0.00000000,0,0.00000000,967,968,1,0.00077441
1781598668.06620383,0.00329652,15089,0.00004586,0.00000000,0,0.00000000,968,942,4,0.00092495
1781598668.16611528,0.00458792,15158,0.00000191,0.00000000,0,0.00000000,942,942,1,0.00202819
1781598668.26623940,0.00332748,15124,0.00001872,0.00000000,0,0.00000000,942,946,5,0.00100098
1781598668.36612654,0.00318388,15144,0.00000636,0.00000000,0,0.00000000,946,948,2,0.00148203
1781598668.46636581,0.00364705,15078,0.00002318,0.00000000,0,0.00000000,948,949,7,0.00078692
1781598668.56618333,0.00340881,15055,0.00001354,0.00000000,0,0.00000000,949,954,6,0.00047372
1781598668.66610837,0.00353171,15179,0.00000032,0.00000000,0,0.00000000,954,954,0,0.00077666
1781598668.76529503,0.00333905,15254,0.00000947,0.00000000,0,0.00000000,954,958,4,0.00093478
1781598668.86621141,0.00340848,15077,0.00001607,0.00000000,0,0.00000000,958,959,5,0.00045850
1781598668.96606827,0.00357020,15207,0.00001375,0.00000000,0,0.00000000,959,961,4,0.00064259
1781598669.06636214,0.00425066,15248,0.00000436,0.00000000,0,0.00000000,961,962,2,0.00089997
1781598669.16619539,0.00371894,15155,0.00001899,0.00000000,0,0.00000000,962,964,4,0.00093866
1781598669.26612568,0.00353788,15069,0.00000554,0.00000000,0,0.00000000,964,965,3,0.00079581
1781598669.36605501,0.00493119,15243,0.00001168,0.00000000,0,0.00000000,965,965,4,0.00065419
1781598669.46622300,0.00347863,15240,0.00001077,0.00000000,0,0.00000000,965,964,4,0.00066438
1781598669.56613898,0.00353961,15101,0.00001705,0.00000000,0,0.00000000,964,966,6,0.00145020
1781598669.66603756,0.00348240,15249,0.00002015,0.00000000,0,0.00000000,966,971,6,0.00138476
1781598669.76618576,0.00470616,15235,0.00002390,0.00000000,0,0.00000000,971,977,6,0.00114974
1781598669.86608648,0.00322549,15258,0.00000964,0.00000000,0,0.00000000,977,981,4,0.00167393
1781598669.96627855,0.00391041,15108,0.00001450,0.00000000,0,0.00000000,981,981,3,0.00049098
1781598670.06621051,0.00516773,15177,0.00003672,0.00000000,0,0.00000000,981,978,3,0.00081902
1781598670.16608620,0.00568453,15209,0.00002487,0.00000000,0,0.00000000,978,982,5,0.00064142
1781598670.26630807,0.00450128,15017,0.00001342,0.00000000,0,0.00000000,982,985,3,0.00141923
1781598670.36615419,0.00479400,15137,0.00002228,0.00000000,0,0.00000000,985,983,5,0.00042830
1781598670.46609521,0.00458324,15116,0.00003319,0.00000000,0,0.00000000,983,984,6,0.00090085
1781598670.56604195,0.00301692,15073,0.00001506,0.00000000,0,0.00000000,984,987,3,0.00080854
1781598670.66616416,0.00326410,15111,0.00001184,0.00000000,0,0.00000000,987,992,5,0.00084230
1781598670.76608682,0.00551080,15120,0.00000208,0.00000000,0,0.00000000,992,992,1,0.00162948
1781598670.86601686,0.00443405,15168,0.00001483,0.00000000,0,0.00000000,992,996,4,0.00118598
1781598670.96614313,0.00475664,15132,0.00008197,0.00000000,0,0.00000000,996,971,7,0.00117913
1781598671.06611276,0.00422860,15198,0.00000731,0.00000000,0,0.00000000,971,974,3,0.00043576
1781598671.16626763,0.00540357,15142,0.00006348,0.00000000,0,0.00000000,974,978,7,0.00061445
1781598671.26610518,0.00446771,14991,0.00001442,0.00000000,0,0.00000000,978,975,2,0.00171431
1781598671.36521077,0.00490384,15286,0.00000569,0.00000000,0,0.00000000,975,976,1,0.00076526
1781598671.46599627,0.00473479,15151,0.00000662,0.00000000,0,0.00000000,976,977,1,0.00080300
1781598671.56515980,0.00368671,15100,0.00000645,0.00000000,0,0.00000000,977,978,2,0.00044277
1781598671.66517711,0.00359804,15248,0.00001345,0.00000000,0,0.00000000,978,977,4,0.00178620
1781598671.76625061,0.00513953,15181,0.00001653,0.00000000,0,0.00000000,977,981,4,0.00047379
1781598671.86622858,0.00465074,15150,0.00000892,0.00000000,0,0.00000000,981,983,2,0.00077825
1781598671.96605992,0.00460683,15016,0.00000793,0.00000000,0,0.00000000,983,985,2,0.00089366
1781598672.06632209,0.00490781,15139,0.00002279,0.00000000,0,0.00000000,985,988,5,0.00143494
1781598672.16617131,0.00469721,15109,0.00000049,0.00000000,0,0.00000000,988,988,0,0.00079057
1781598672.26607203,0.00381281,15062,0.00000624,0.00000000,0,0.00000000,988,989,3,0.00183975
1781598672.36601853,0.00437950,15139,0.00000511,0.00000000,0,0.00000000,989,990,1,0.00082403
1781598672.46601677,0.00593769,15251,0.00001701,0.00000000,0,0.00000000,990,986,3,0.00079298
1781598672.56608367,0.00354929,15147,0.00000063,0.00000000,0,0.00000000,986,986,0,0.00079642
1781598672.66606522,0.00359209,15146,0.00000818,0.00000000,0,0.00000000,986,988,2,0.00221260
1781598672.76623440,0.00439838,15158,0.00000739,0.00000000,0,0.00000000,988,990,2,0.00170319
1781598672.86604667,0.00301513,15013,0.00000617,0.00000000,0,0.00000000,990,991,2,0.00098852
1781598672.96515870,0.00455997,15074,0.00000971,0.00000000,0,0.00000000,991,993,3,0.00079544
1781598673.06621957,0.00463041,15201,0.00001640,0.00000000,0,0.00000000,993,992,3,0.00167602
1781598673.16613150,0.00461311,15122,0.00002726,0.00000000,0,0.00000000,992,987,4,0.00077650
1781598673.26596689,0.00354684,15205,0.00000036,0.00000000,0,0.00000000,987,987,0,0.00075062
1781598673.36618447,0.00396625,15011,0.00001152,0.00000000,0,0.00000000,987,992,5,0.00044811
1781598673.46515298,0.00328478,15261,0.00000542,0.00000000,0,0.00000000,992,995,3,0.00077581
1781598673.56603861,0.00467481,15113,0.00000905,0.00000000,0,0.00000000,995,997,2,0.00133041
1781598673.66593456,0.00354075,15175,0.00001674,0.00000000,0,0.00000000,997,1002,5,0.00100074
1781598673.76615047,0.00442997,15120,0.00001061,0.00000000,0,0.00000000,1002,1004,2,0.00078455
1781598673.86523485,0.00305230,15085,0.00000707,0.00000000,0,0.00000000,1004,1005,2,0.00048547
1781598673.96617174,0.00487516,15133,0.00001598,0.00000000,0,0.00000000,1005,1011,6,0.00064029
1781598674.06609988,0.00412759,15168,0.00000488,0.00000000,0,0.00000000,1011,1012,1,0.00061680
1781598674.16625619,0.00463963,15136,0.00001483,0.00000000,0,0.00000000,1012,1011,1,0.00078232
1781598674.26609874,0.00505813,15091,0.00000899,0.00000000,0,0.00000000,1011,1013,2,0.00079189
1781598674.36604977,0.00468649,15085,0.00002011,0.00000000,0,0.00000000,1013,1015,4,0.00043894
1781598674.46605992,0.00395662,15270,0.00000508,0.00000000,0,0.00000000,1015,1016,1,0.00068815
1781598674.56604338,0.00352611,15193,0.00000536,0.00000000,0,0.00000000,1016,1017,1,0.00048539
1781598674.66594124,0.00435927,15167,0.00000753,0.00000000,0,0.00000000,1017,1015,1,0.00141651
1781598674.76604247,0.00479361,15134,0.00001158,0.00000000,0,0.00000000,1015,1018,3,0.00190550
1781598674.86605525,0.00507823,15213,0.00001407,0.00000000,0,0.00000000,1018,1022,4,0.00159235
1781598674.96525335,0.00382351,15339,0.00000917,0.00000000,0,0.00000000,1022,1024,2,0.00118793
1781598675.06603909,0.00349580,15262,0.00000952,0.00000000,0,0.00000000,1024,1027,3,0.00072425
1781598675.16597676,0.00382275,15294,0.00001336,0.00000000,0,0.00000000,1027,1028,3,0.00096482
1781598675.26614070,0.00316963,15259,0.00000303,0.00000000,0,0.00000000,1028,1029,1,0.00105238
1781598675.36514544,0.00669614,15365,0.00000043,0.00000000,0,0.00000000,1029,1029,0,0.00053479
1781598675.46602035,0.00337463,15330,0.00000439,0.00000000,0,0.00000000,1029,1030,2,0.00052674
1781598675.56616688,0.00585548,15268,0.00001551,0.00000000,0,0.00000000,1030,1034,4,0.00046633
1781598675.66515422,0.00415698,15307,0.00002347,0.00000000,0,0.00000000,1034,1024,5,0.00073191
1781598675.76594615,0.00417957,15120,0.00000047,0.00000000,0,0.00000000,1024,1024,0,0.00046096
1781598675.86624050,0.00455331,15079,0.00001460,0.00000000,0,0.00000000,1024,1025,2,0.00078559
1781598675.96609735,0.00760413,15190,0.00000868,0.00000000,0,0.00000000,1025,1027,2,0.00044502
1781598676.06609821,0.00439392,15235,0.00001330,0.00000000,0,0.00000000,1027,1030,3,0.00070396
1781598676.16596651,0.00458046,15204,0.00001165,0.00000000,0,0.00000000,1030,1033,3,0.00105138
1781598676.26614738,0.00401987,15045,0.00001643,0.00000000,0,0.00000000,1033,1040,7,0.00064534
1781598676.36611032,0.00425744,15240,0.00000962,0.00000000,0,0.00000000,1040,1042,2,0.00077453
1781598676.46600437,0.00301818,15201,0.00001039,0.00000000,0,0.00000000,1042,1046,4,0.00184059
